date,platform,campaign_name,impressions,clicks,cost,conversions,revenue
2023-02-18,LinkedIn Ads,New Product Launch,46871,1861,4994.45,74,3751.22
2023-01-29,Facebook Ads,Spring Sale,23395,331,474.29,17,1793.0
2023-10-15,Facebook Ads,New Product Launch,45870,625,934.37,54,4077.18
2023-11-09,TikTok Ads,Spring Sale,6633,211,423.47,16,1053.39
2023-07-24,TikTok Ads,Retargeting,16472,343,888.53,18,1371.9
2023-10-14,TikTok Ads,Spring Sale,37801,1338,1361.66,51,5005.04
2023-01-15,LinkedIn Ads,New Product Launch,6254,158,272.11,15,1279.68
2023-02-04,TikTok Ads,Brand Awareness,36449,1280,2937.44,80,7119.61
2023-05-18,Google Ads,New Product Launch,30156,401,755.75,32,2089.75
2023-07-12,LinkedIn Ads,Brand Awareness,41214,1464,1260.7,55,6999.66
2023-06-16,Google Ads,Spring Sale,18313,530,663.59,23,3136.64
2023-11-18,TikTok Ads,New Product Launch,22881,401,819.76,37,4415.46
2023-03-27,Google Ads,New Product Launch,48606,1464,1129.26,114,10488.71
2023-01-10,Google Ads,Spring Sale,26380,885,510.63,50,5183.09
2023-08-15,Facebook Ads,Spring Sale,43110,1073,790.4,61,5810.83
2023-08-16,TikTok Ads,Retargeting,13996,459,889.03,12,1502.64
2023-04-04,TikTok Ads,Retargeting,16730,108,301.3,8,941.95
2023-02-03,TikTok Ads,New Product Launch,43312,985,1813.93,54,6606.92
2023-08-09,Google Ads,Brand Awareness,31395,676,861.93,57,6158.45
2023-02-01,LinkedIn Ads,Retargeting,22139,817,1860.82,70,8227.78
2023-09-23,Google Ads,Retargeting,12505,337,754.54,12,817.01
2023-04-15,Google Ads,Spring Sale,11112,362,312.66,11,1016.28
2023-01-16,TikTok Ads,New Product Launch,3167,82,192.8,5,391.49
2023-12-07,Facebook Ads,Spring Sale,29942,504,1096.7,14,1913.04
2023-05-26,Google Ads,Spring Sale,3951,110,192.59,8,1170.46
2023-07-18,LinkedIn Ads,Spring Sale,22838,563,618.79,27,2880.01
2023-10-19,TikTok Ads,Retargeting,29250,246,736.19,21,2656.24
2023-06-23,Facebook Ads,New Product Launch,42419,237,529.52,10,1007.38
2023-05-12,Facebook Ads,Spring Sale,29882,462,1384.16,42,3613.15
2023-03-31,Facebook Ads,Spring Sale,37788,568,956.04,43,3113.45
2023-05-13,TikTok Ads,Retargeting,19885,107,168.09,10,1124.64
2023-10-01,Facebook Ads,Brand Awareness,13349,273,505.95,26,3510.86
2023-08-18,LinkedIn Ads,Retargeting,14339,364,857.05,24,1684.16
2023-06-25,LinkedIn Ads,New Product Launch,31256,1089,2632.71,37,5410.22
2023-03-26,Google Ads,Brand Awareness,40046,1205,2217.69,65,8067.9
2023-12-22,Google Ads,Spring Sale,16598,321,620.89,25,1624.42
2023-04-13,TikTok Ads,Retargeting,9800,253,253.74,5,646.46
2023-03-17,Facebook Ads,New Product Launch,10236,137,302.27,2,158.08
2023-08-07,LinkedIn Ads,Retargeting,6930,99,229.52,5,588.85
2023-07-27,Google Ads,Retargeting,37659,1361,1678.35,43,3123.18
2023-05-17,TikTok Ads,Spring Sale,41565,307,291.52,29,2584.35
2023-03-07,Facebook Ads,Spring Sale,30916,714,823.13,16,1411.65
2023-11-01,LinkedIn Ads,Retargeting,40439,444,1274.9,28,3829.79
2023-07-18,Facebook Ads,New Product Launch,12132,260,156.75,13,1604.21
2023-09-22,TikTok Ads,Retargeting,30524,575,295.26,45,3438.41
2023-06-10,Facebook Ads,New Product Launch,4040,105,154.06,10,886.74
2023-12-07,TikTok Ads,Brand Awareness,29033,910,1163.4,55,6219.2
2023-07-07,LinkedIn Ads,Brand Awareness,33213,1148,3072.11,72,5684.18
2023-01-17,LinkedIn Ads,New Product Launch,22931,138,175.98,7,598.53
2023-04-03,LinkedIn Ads,Spring Sale,35936,1024,1693.4,68,8351.47
2023-08-24,LinkedIn Ads,Brand Awareness,17603,429,513.61,24,2795.94
2023-01-27,TikTok Ads,Spring Sale,38503,1144,1258.7,84,10607.2
2023-08-10,LinkedIn Ads,New Product Launch,3101,107,130.35,6,863.98
2023-02-14,Facebook Ads,Brand Awareness,32148,759,1845.01,23,2160.26
2023-02-20,TikTok Ads,Brand Awareness,21783,464,986.46,40,3002.98
2023-07-16,TikTok Ads,Spring Sale,11429,380,1105.82,15,1887.76
2023-06-20,LinkedIn Ads,Retargeting,33311,1025,2253.83,59,4797.52
2023-02-22,Google Ads,New Product Launch,8126,185,396.61,8,830.93
2023-08-31,LinkedIn Ads,New Product Launch,13724,70,205.3,2,230.94
2023-04-19,TikTok Ads,Brand Awareness,25042,673,599.81,54,6191.12
2023-08-02,TikTok Ads,Brand Awareness,39030,994,2543.89,43,2713.36
2023-11-12,Google Ads,New Product Launch,16550,574,1407.37,31,2755.17
2023-10-05,Google Ads,New Product Launch,36123,1264,2254.65,112,12244.32
2023-06-16,TikTok Ads,Spring Sale,14968,173,496.34,13,1141.58
2023-09-25,LinkedIn Ads,New Product Launch,23240,281,740.3,12,1253.37
2023-09-02,TikTok Ads,Retargeting,1943,16,8.45,1,50.84
2023-01-02,LinkedIn Ads,Spring Sale,8669,150,84.21,13,1911.28
2024-01-01,Facebook Ads,Retargeting,17530,643,1814.72,39,3302.72
2023-06-30,Google Ads,Brand Awareness,33110,969,2220.81,34,2949.08
2023-05-08,LinkedIn Ads,New Product Launch,9644,368,1081.77,14,749.39
2023-02-07,Google Ads,New Product Launch,24903,297,789.06,10,758.2
2023-03-27,Google Ads,New Product Launch,11566,178,201.21,11,1415.0
2023-02-05,Facebook Ads,Brand Awareness,6680,34,83.61,3,172.52
2023-03-22,TikTok Ads,Retargeting,24238,906,2599.39,23,2648.51
2023-01-21,Facebook Ads,Spring Sale,16690,522,672.48,24,1624.53
2023-06-15,TikTok Ads,Retargeting,4980,82,145.2,3,194.35
2023-09-03,LinkedIn Ads,New Product Launch,32662,839,1210.16,57,8285.16
2023-10-28,Google Ads,Spring Sale,21761,231,462.6,14,2005.46
2023-03-06,TikTok Ads,Brand Awareness,47867,886,547.4,52,2963.63
2023-02-15,Facebook Ads,Retargeting,9517,124,167.51,3,177.51
2023-10-21,Facebook Ads,Spring Sale,24448,499,456.89,23,3040.19
2023-12-16,Google Ads,Retargeting,27556,397,541.99,30,2532.82
2023-08-26,LinkedIn Ads,New Product Launch,13193,509,775.94,27,3305.64
2023-04-04,LinkedIn Ads,Retargeting,23581,308,689.63,27,3045.8
2023-12-06,LinkedIn Ads,Spring Sale,28048,469,860.82,31,4595.83
2023-05-15,Facebook Ads,Brand Awareness,12881,366,225.7,26,2672.41
2023-03-12,Google Ads,Retargeting,31992,698,591.17,40,5967.68
2023-10-11,Facebook Ads,Spring Sale,39895,377,258.37,16,1202.09
2023-09-28,Google Ads,Retargeting,5458,196,471.81,9,1249.47
2023-01-29,TikTok Ads,Brand Awareness,1366,30,44.88,2,269.25
2023-04-20,LinkedIn Ads,Brand Awareness,42756,1339,3008.15,70,5041.61
2023-10-23,TikTok Ads,Spring Sale,41023,1314,1151.68,130,9470.67
2023-05-09,Facebook Ads,Spring Sale,24897,769,1328.23,50,2828.4
2023-06-26,TikTok Ads,Brand Awareness,2077,58,114.39,1,99.89
2023-01-02,LinkedIn Ads,Spring Sale,2455,43,113.26,2,270.67
2023-06-10,Facebook Ads,Spring Sale,39917,501,762.09,41,4367.99
2023-04-03,LinkedIn Ads,Retargeting,15157,443,636.99,41,4007.51
2023-11-08,Facebook Ads,Retargeting,17564,346,720.28,23,1904.96
2023-08-17,Facebook Ads,New Product Launch,37718,1491,1401.74,115,6076.15
2023-04-11,LinkedIn Ads,Retargeting,32754,244,400.89,6,812.19
2023-05-29,Facebook Ads,New Product Launch,27026,518,405.29,36,5347.46
2023-05-08,Google Ads,New Product Launch,9350,286,363.47,23,1486.28
2023-01-23,Facebook Ads,Retargeting,16365,195,548.24,14,1593.12
2023-03-31,Facebook Ads,Brand Awareness,27491,447,1068.63,39,4698.18
2023-03-18,Facebook Ads,Spring Sale,43278,520,1057.04,51,2905.94
2023-08-27,TikTok Ads,Brand Awareness,40781,565,1331.36,52,5591.53
2023-04-10,TikTok Ads,Brand Awareness,14200,490,564.51,48,5173.28
2023-08-01,Google Ads,New Product Launch,41016,1333,2636.23,105,11758.77
2023-03-11,TikTok Ads,Brand Awareness,17590,363,545.01,8,447.12
2023-05-01,LinkedIn Ads,Retargeting,32466,1274,3814.18,28,3433.97
2023-03-06,Facebook Ads,New Product Launch,49154,428,284.1,13,1441.14
2023-03-29,TikTok Ads,New Product Launch,28216,979,2773.28,30,1748.43
2023-12-27,Google Ads,Brand Awareness,26370,862,2328.87,38,3547.96
2023-11-13,TikTok Ads,Spring Sale,2386,59,170.66,2,275.26
2023-03-23,LinkedIn Ads,New Product Launch,47703,1703,3490.3,88,4977.35
2023-06-01,TikTok Ads,New Product Launch,39333,1210,1020.34,79,4163.38
2023-10-05,LinkedIn Ads,Brand Awareness,16393,438,582.14,37,3732.44
2023-09-20,LinkedIn Ads,Brand Awareness,24917,406,440.7,15,1904.61
2023-01-03,Facebook Ads,Spring Sale,20963,257,284.67,15,1952.53
2023-02-11,LinkedIn Ads,New Product Launch,6209,161,130.69,3,348.25
2023-06-22,TikTok Ads,New Product Launch,44984,660,1212.14,57,4148.06
2023-02-21,TikTok Ads,Spring Sale,5420,161,217.26,3,419.36
2023-03-21,LinkedIn Ads,Retargeting,14618,190,349.84,8,1181.47
2023-07-27,Facebook Ads,New Product Launch,26309,961,2298.81,67,6211.0
2023-05-14,Google Ads,Brand Awareness,49640,1281,2467.05,86,8875.09
2023-03-12,LinkedIn Ads,New Product Launch,49051,1684,3816.72,159,9294.71
2024-01-01,Google Ads,New Product Launch,17693,381,965.0,23,1663.71
2023-10-21,TikTok Ads,Brand Awareness,34713,677,1173.7,53,3488.62
2023-07-23,TikTok Ads,Retargeting,29455,972,742.73,59,7906.23
2023-03-21,LinkedIn Ads,Retargeting,47241,1278,1798.25,48,5255.77
2023-04-23,TikTok Ads,Brand Awareness,27894,585,386.15,39,2650.11
2023-03-22,TikTok Ads,Retargeting,3677,121,152.22,4,286.86
2023-09-19,Facebook Ads,Retargeting,39954,1295,2371.82,93,13763.22
2023-05-01,Google Ads,Retargeting,20146,525,1054.17,14,1979.63
2024-01-01,LinkedIn Ads,Retargeting,4658,148,443.93,6,554.57
2023-06-09,Google Ads,Retargeting,7177,271,474.58,17,907.04
2023-03-27,Facebook Ads,New Product Launch,13552,220,536.3,15,1941.76
2023-10-21,TikTok Ads,New Product Launch,41752,533,603.97,25,2796.69
2023-07-22,TikTok Ads,Spring Sale,16938,219,153.95,10,524.34
2023-05-07,TikTok Ads,Brand Awareness,38296,293,760.97,25,2142.97
2023-03-06,Facebook Ads,New Product Launch,20275,441,1020.0,15,1953.88
2023-12-17,TikTok Ads,Retargeting,34647,606,1613.56,53,6050.84
2023-11-28,Google Ads,Brand Awareness,28755,882,2640.18,54,6783.85
2023-08-17,Facebook Ads,Retargeting,6619,103,215.67,6,840.75
2023-02-12,LinkedIn Ads,New Product Launch,23760,627,336.16,17,2298.91
2023-12-19,Facebook Ads,Brand Awareness,28192,815,1428.86,73,7391.82
2023-04-04,Google Ads,New Product Launch,24809,232,570.09,15,1050.62
2023-01-27,Facebook Ads,Spring Sale,45849,1624,4436.95,52,6576.79
2023-05-23,LinkedIn Ads,Spring Sale,18536,663,1423.37,58,7375.75
2023-03-19,LinkedIn Ads,Brand Awareness,19911,754,1030.05,24,2293.79
2023-06-07,TikTok Ads,New Product Launch,41788,977,1002.34,30,4318.58
2023-11-26,LinkedIn Ads,New Product Launch,31996,248,282.17,19,2065.79
2023-08-18,Facebook Ads,New Product Launch,32339,225,649.35,20,2362.13
2023-10-02,Google Ads,New Product Launch,39416,753,1356.99,30,4041.13
2023-04-28,LinkedIn Ads,New Product Launch,47382,688,771.73,25,2022.7
2023-07-07,TikTok Ads,Retargeting,2076,46,114.14,2,299.72
2023-05-15,Facebook Ads,Spring Sale,7806,100,236.83,6,837.12
2023-10-31,LinkedIn Ads,New Product Launch,11774,187,272.13,7,449.95
2023-12-22,LinkedIn Ads,Spring Sale,48672,1392,3500.15,128,9227.55
2023-10-12,TikTok Ads,Retargeting,49825,609,925.33,36,2766.43
2023-07-22,TikTok Ads,Retargeting,29068,849,2519.8,79,9056.54
2023-09-29,Facebook Ads,Brand Awareness,22522,587,933.38,27,2763.93
2023-04-11,TikTok Ads,Spring Sale,11499,225,582.85,19,2335.17
2023-10-31,LinkedIn Ads,Retargeting,6363,219,277.15,18,1883.12
2023-06-01,TikTok Ads,Brand Awareness,5527,219,284.85,7,356.28
2023-02-01,TikTok Ads,Spring Sale,22560,382,850.33,12,1238.78
2023-05-05,LinkedIn Ads,New Product Launch,49720,1232,3475.07,43,3148.59
2023-08-09,Facebook Ads,Brand Awareness,23716,392,720.67,26,3635.76
2023-01-08,Facebook Ads,Spring Sale,19628,352,1031.85,30,2493.71
2023-06-09,Google Ads,Brand Awareness,26535,150,99.62,11,1502.02
2023-04-20,LinkedIn Ads,New Product Launch,28946,460,666.53,10,735.91
2023-09-09,Google Ads,Retargeting,5226,149,441.44,6,787.46
2023-08-06,LinkedIn Ads,Retargeting,24743,662,1377.07,40,5152.19
2023-04-19,Google Ads,Retargeting,35961,768,989.86,48,3744.35
2023-02-14,Google Ads,Brand Awareness,41839,1264,667.23,45,5013.26
2023-04-21,Facebook Ads,Brand Awareness,9274,74,117.3,3,442.41
2023-05-08,Facebook Ads,Retargeting,7127,212,343.21,11,947.15
2023-02-28,Facebook Ads,New Product Launch,7290,64,43.79,2,152.86
2023-07-03,LinkedIn Ads,Spring Sale,7429,167,268.99,9,969.07
2023-03-07,Facebook Ads,Spring Sale,32508,274,422.77,8,919.57
2023-08-05,TikTok Ads,Spring Sale,32126,1269,2841.08,32,3162.83
2023-01-15,Facebook Ads,Brand Awareness,31193,1225,1056.96,76,5935.58
2023-08-18,Google Ads,New Product Launch,33831,1124,1357.93,74,4831.08
2023-04-21,LinkedIn Ads,Brand Awareness,22357,591,707.37,27,3808.64
2023-05-22,TikTok Ads,New Product Launch,12506,477,385.83,26,2286.27
2023-03-25,TikTok Ads,New Product Launch,4985,45,123.03,2,261.02
2023-05-24,Google Ads,Spring Sale,29801,517,805.9,39,5622.88
2023-09-07,LinkedIn Ads,Brand Awareness,25921,290,265.69,27,2472.46
2023-11-24,TikTok Ads,New Product Launch,19993,220,199.95,10,946.76
2023-07-03,TikTok Ads,New Product Launch,8761,119,105.17,11,674.87
2023-05-30,Google Ads,Spring Sale,17923,205,356.05,15,2122.25
2023-12-19,Google Ads,Retargeting,34680,258,620.53,5,745.71
2023-07-06,Google Ads,Brand Awareness,42073,1175,1774.99,75,7392.31
2023-07-19,Google Ads,Spring Sale,8354,251,544.8,9,466.52
2024-01-01,TikTok Ads,Spring Sale,22164,416,779.87,23,1876.93
2023-07-10,TikTok Ads,Spring Sale,3443,52,138.34,3,223.49
2023-07-31,Facebook Ads,New Product Launch,22200,578,1059.21,21,2491.5
2023-01-03,LinkedIn Ads,Spring Sale,36958,405,1189.75,39,2892.77
2023-09-18,LinkedIn Ads,Spring Sale,18224,662,1853.2,28,3229.93
2023-09-08,LinkedIn Ads,New Product Launch,6621,89,237.08,6,666.44
2023-12-31,Facebook Ads,New Product Launch,14568,104,178.99,9,608.04
2023-01-01,Google Ads,Spring Sale,47716,1110,2504.39,65,6183.1
2023-06-10,Google Ads,Spring Sale,28960,797,1524.06,57,3472.82
2023-04-29,LinkedIn Ads,Spring Sale,45080,1503,2785.8,78,4187.07
2023-08-13,LinkedIn Ads,Spring Sale,49205,1188,3181.68,65,6388.05
2023-12-28,Facebook Ads,Brand Awareness,4813,150,336.11,6,707.27
2023-03-13,LinkedIn Ads,Brand Awareness,15059,356,733.25,29,4263.97
2023-12-19,TikTok Ads,Retargeting,6185,228,272.12,16,929.52
2023-12-13,Facebook Ads,New Product Launch,43510,1596,1551.56,87,10686.25
2023-06-01,Google Ads,Brand Awareness,26690,946,963.84,76,10804.46
2023-03-28,Facebook Ads,Spring Sale,25979,546,734.96,38,5301.83
2023-01-17,Google Ads,Spring Sale,40167,217,326.75,19,1732.08
2023-02-20,Facebook Ads,Brand Awareness,17355,678,1896.37,30,3129.14
2023-05-05,Google Ads,Retargeting,40628,1347,696.71,91,9832.81
2023-07-02,Google Ads,Retargeting,22380,365,241.79,34,2559.32
2023-05-06,Facebook Ads,Spring Sale,16449,227,409.82,6,347.92
2023-02-01,TikTok Ads,Spring Sale,15236,296,701.22,13,1179.29
2023-09-24,LinkedIn Ads,Spring Sale,4057,75,123.4,2,230.13
2023-07-08,LinkedIn Ads,Retargeting,32885,1052,1346.68,98,10268.22
2023-02-02,Facebook Ads,New Product Launch,8500,63,62.85,3,440.82
2023-01-27,LinkedIn Ads,Spring Sale,4653,66,84.6,4,514.52
2023-08-06,Google Ads,Spring Sale,23365,568,679.28,23,1315.93
2023-11-08,LinkedIn Ads,Retargeting,45271,848,1254.43,70,5719.64
2023-11-09,LinkedIn Ads,New Product Launch,5273,29,32.59,2,271.81
2023-06-16,Facebook Ads,Retargeting,15102,318,708.3,10,603.02
2023-01-26,LinkedIn Ads,Spring Sale,6656,144,278.46,5,433.95
2023-10-16,LinkedIn Ads,New Product Launch,39762,512,1280.67,22,1811.79
2023-11-02,LinkedIn Ads,Retargeting,16797,278,364.92,11,1285.18
2023-08-13,Facebook Ads,Brand Awareness,5106,133,262.25,5,526.65
2023-02-07,LinkedIn Ads,Brand Awareness,12605,390,1016.82,13,1915.88
2023-10-31,LinkedIn Ads,Brand Awareness,12516,369,984.35,23,1590.47
2023-04-17,LinkedIn Ads,Brand Awareness,4011,49,125.73,2,170.7
2023-01-03,Google Ads,Spring Sale,12502,327,686.69,18,1944.7
2023-01-22,Facebook Ads,New Product Launch,6778,219,288.87,14,1694.74
2023-08-03,Facebook Ads,Retargeting,17365,554,715.57,41,3335.98
2023-12-23,Google Ads,Spring Sale,21224,687,1228.79,21,1060.99
2023-08-26,Google Ads,Retargeting,26689,165,352.93,3,428.69
2023-08-11,Google Ads,New Product Launch,30892,371,218.24,10,887.37
2023-04-21,Google Ads,Retargeting,44613,1733,4816.59,70,9555.09
2023-06-04,Google Ads,Brand Awareness,38182,1130,3177.58,87,4481.61
2023-06-03,Google Ads,Brand Awareness,30918,753,651.13,44,5286.03
2023-09-03,TikTok Ads,Retargeting,42379,411,992.94,19,2314.19
2023-03-27,LinkedIn Ads,Retargeting,44436,1418,4034.53,60,4440.32
2023-04-13,Facebook Ads,New Product Launch,17525,393,671.58,17,2197.22
2023-03-25,TikTok Ads,Spring Sale,21747,450,538.53,33,1691.56
2023-05-03,LinkedIn Ads,New Product Launch,15982,403,518.45,16,1053.64
2023-01-19,TikTok Ads,Spring Sale,38637,1237,1250.08,117,15170.56
2023-03-15,Facebook Ads,Spring Sale,22770,150,254.47,10,1008.59
2023-09-30,Google Ads,New Product Launch,15669,482,918.03,41,5649.72
2023-04-18,Facebook Ads,Retargeting,16465,487,536.75,41,5131.62
2023-05-19,LinkedIn Ads,Brand Awareness,35899,1415,3265.38,93,9340.07
2023-06-25,Facebook Ads,Brand Awareness,47686,933,1261.67,22,2570.67
2023-03-01,LinkedIn Ads,Brand Awareness,18552,185,237.57,9,642.16
2023-11-10,Facebook Ads,Brand Awareness,6375,185,129.09,17,2162.16
2023-06-08,Google Ads,Spring Sale,40116,1081,2900.15,99,5293.96
2023-06-12,TikTok Ads,Spring Sale,39445,813,1415.87,70,9684.32
2023-04-12,LinkedIn Ads,Brand Awareness,32954,350,343.79,20,2878.83
2023-07-08,Facebook Ads,Spring Sale,10457,173,112.21,11,1615.95
2023-02-28,TikTok Ads,Retargeting,42466,1092,2570.67,47,4759.53
2023-08-28,TikTok Ads,New Product Launch,9510,211,595.36,9,1344.46
2023-01-26,TikTok Ads,Retargeting,22892,785,874.7,31,2784.21
2023-08-13,TikTok Ads,Brand Awareness,16662,601,1738.77,14,1138.91
2023-07-29,Facebook Ads,Retargeting,9669,133,166.0,9,1094.09
2023-08-11,LinkedIn Ads,Brand Awareness,28180,275,157.84,18,2155.03
2023-08-27,LinkedIn Ads,New Product Launch,32808,1183,3449.21,34,3435.13
2023-02-13,Google Ads,Spring Sale,49637,1729,4747.97,53,5167.88
2023-06-14,LinkedIn Ads,Spring Sale,16587,407,1143.15,27,2570.1
2023-04-12,Google Ads,Spring Sale,33677,279,659.85,15,2152.11
2023-02-18,Google Ads,New Product Launch,6450,250,305.04,11,1384.8
2023-10-18,TikTok Ads,New Product Launch,37686,817,2141.91,49,2935.41
2023-08-17,TikTok Ads,Brand Awareness,24793,559,482.31,21,1099.62
2023-10-09,LinkedIn Ads,New Product Launch,37881,1226,1815.48,117,6556.14
2023-03-18,Google Ads,Brand Awareness,25377,873,710.4,23,2122.04
2023-11-22,Facebook Ads,New Product Launch,11900,154,199.5,11,560.49
2023-01-14,Facebook Ads,Brand Awareness,22787,525,398.44,51,3394.37
2023-10-29,Facebook Ads,New Product Launch,21898,595,432.03,24,1379.05
2023-01-26,TikTok Ads,Retargeting,11854,379,992.34,7,582.23
2023-10-03,Google Ads,Brand Awareness,22847,457,1087.92,12,876.04
2023-02-23,TikTok Ads,Spring Sale,18801,656,1578.64,41,2174.63
2023-10-20,TikTok Ads,Brand Awareness,41715,986,1970.81,65,9385.72
2023-01-26,LinkedIn Ads,Brand Awareness,11876,258,365.46,11,1389.49
2023-08-21,Facebook Ads,Spring Sale,18070,140,242.47,5,632.28
2023-10-04,LinkedIn Ads,Spring Sale,38365,224,666.33,11,1281.32
2023-01-29,TikTok Ads,New Product Launch,12461,231,289.66,22,2022.81
2023-11-28,Google Ads,Brand Awareness,28859,312,894.29,31,3889.73
2023-10-31,TikTok Ads,Spring Sale,47868,1182,2289.4,25,3315.94
2023-10-31,TikTok Ads,New Product Launch,40161,643,1799.63,15,1422.49
2023-07-23,TikTok Ads,Retargeting,41501,1466,1344.23,52,2763.75
2023-12-21,LinkedIn Ads,Retargeting,17283,589,1039.15,18,2450.82
2023-11-05,TikTok Ads,Spring Sale,4616,46,114.74,2,155.91
2023-07-02,LinkedIn Ads,Spring Sale,37719,1449,3650.46,37,3957.83
2023-02-03,Facebook Ads,Brand Awareness,3650,110,309.7,10,1167.6
2023-12-17,TikTok Ads,Spring Sale,48339,590,1273.58,45,3218.65
2023-03-17,Facebook Ads,New Product Launch,6817,186,290.83,18,1141.66
2023-02-14,LinkedIn Ads,Retargeting,36679,1407,3155.57,62,8115.65
2023-06-09,Google Ads,Brand Awareness,27128,956,552.11,77,11500.56
2023-11-15,TikTok Ads,Spring Sale,49066,1120,1744.48,39,3779.75
2023-02-22,Google Ads,New Product Launch,40850,1448,3098.13,119,15860.79
2023-03-20,LinkedIn Ads,Spring Sale,18149,471,1346.86,19,1333.16
2023-07-27,LinkedIn Ads,New Product Launch,15567,292,393.66,21,3044.37
2023-05-01,Google Ads,Retargeting,19113,148,148.39,12,1528.8
2023-05-29,LinkedIn Ads,Spring Sale,41845,1189,2602.14,49,3193.94
2023-01-13,Facebook Ads,Brand Awareness,11154,66,46.56,5,424.71
2023-07-01,TikTok Ads,Spring Sale,12434,432,753.53,21,1661.23
2023-10-12,Facebook Ads,New Product Launch,1399,33,50.96,2,274.98
2023-11-20,Facebook Ads,Spring Sale,11926,296,287.82,14,1876.14
2023-01-27,Google Ads,Brand Awareness,22116,387,416.47,27,2627.76
2023-07-08,TikTok Ads,New Product Launch,6667,119,292.72,8,1138.44
2023-01-29,TikTok Ads,Brand Awareness,28934,1014,1067.05,65,5655.16
2023-03-01,Google Ads,Brand Awareness,35617,1133,2653.87,104,15576.9
2023-04-23,LinkedIn Ads,New Product Launch,37652,1353,956.74,75,5816.05
2023-09-10,TikTok Ads,New Product Launch,9530,117,197.4,8,581.57
2023-10-26,TikTok Ads,Spring Sale,15157,527,499.56,36,3653.43
2023-09-25,Facebook Ads,New Product Launch,8695,293,652.75,19,1700.25
2023-09-09,Facebook Ads,New Product Launch,7609,49,37.62,2,210.09
2023-06-13,Facebook Ads,Spring Sale,16269,622,513.54,35,5036.87
2023-03-12,Facebook Ads,Retargeting,29262,278,534.4,5,323.17
2023-02-02,Google Ads,Spring Sale,25334,220,500.64,10,1199.66
2023-04-08,TikTok Ads,Retargeting,14426,315,465.83,30,3128.85
2023-02-21,Facebook Ads,Spring Sale,39705,1283,2332.63,107,11129.7
2023-09-14,Google Ads,Brand Awareness,10834,159,195.85,5,356.85
2023-02-01,Google Ads,Retargeting,49910,1419,1178.48,129,8388.23
2023-11-19,LinkedIn Ads,New Product Launch,15401,250,630.12,17,1218.29
2023-11-29,Google Ads,Brand Awareness,44330,1566,3135.99,128,14947.88
2023-05-10,LinkedIn Ads,Retargeting,17985,461,740.76,43,4323.46
2023-06-20,LinkedIn Ads,Retargeting,7852,218,348.68,8,795.09
2023-07-17,LinkedIn Ads,Spring Sale,2068,81,202.25,2,295.27
2023-12-26,Google Ads,Retargeting,20737,468,698.54,41,2144.91
2023-09-08,LinkedIn Ads,Brand Awareness,35029,566,696.47,54,4432.54
2023-05-03,Google Ads,Retargeting,31825,696,1917.74,20,2632.03
2023-08-03,TikTok Ads,Retargeting,24356,270,266.22,8,1043.9
2023-06-19,Facebook Ads,Retargeting,13094,500,501.67,34,5002.58
2023-08-16,TikTok Ads,Spring Sale,45405,1229,3475.48,90,7085.89
2023-04-20,Facebook Ads,Brand Awareness,35105,463,705.25,43,4931.27
2023-08-04,LinkedIn Ads,Brand Awareness,17801,135,88.17,6,741.75
2023-01-12,Google Ads,Brand Awareness,33790,686,1580.01,66,3405.92
2023-05-21,Google Ads,New Product Launch,6316,211,347.67,9,1342.41
2023-03-05,Google Ads,Brand Awareness,49048,1070,1403.98,99,14488.43
2023-12-22,TikTok Ads,Spring Sale,13194,203,494.2,6,551.08
2023-10-25,LinkedIn Ads,New Product Launch,45455,541,401.98,24,1695.48
2023-10-29,Google Ads,Spring Sale,29578,311,772.97,6,826.64
2023-09-03,Facebook Ads,Retargeting,26331,489,1246.42,30,2141.46
2023-01-15,TikTok Ads,Retargeting,12520,131,217.47,5,269.74
2023-11-22,Google Ads,Spring Sale,17976,252,740.9,5,436.66
2023-04-21,LinkedIn Ads,Spring Sale,33051,896,1478.0,51,7125.83
2023-07-02,TikTok Ads,Spring Sale,46251,1084,2485.22,79,8462.93
2023-01-25,Facebook Ads,Retargeting,39483,1540,4052.24,110,13543.8
2023-09-27,Facebook Ads,New Product Launch,44783,945,530.08,33,3930.7
2023-10-16,Facebook Ads,Brand Awareness,11639,434,920.35,40,4678.99
2023-06-30,TikTok Ads,Brand Awareness,6815,160,179.87,12,1001.07
2023-01-02,LinkedIn Ads,Brand Awareness,6288,179,459.07,10,1177.85
2023-03-06,Facebook Ads,Brand Awareness,11359,188,388.91,17,2153.05
2023-06-29,TikTok Ads,New Product Launch,39443,372,239.63,17,993.61
2023-07-12,Google Ads,Brand Awareness,23624,273,694.47,24,1679.64
2023-06-30,LinkedIn Ads,Retargeting,38093,888,597.36,26,2349.15
2023-04-22,Google Ads,Brand Awareness,30296,885,1732.74,33,3294.79
2023-02-06,Google Ads,Brand Awareness,17205,659,886.62,30,2187.52
2023-04-24,TikTok Ads,Retargeting,46055,292,453.89,12,982.71
2023-08-06,Facebook Ads,Brand Awareness,5279,141,198.83,6,398.71
2023-11-27,Google Ads,Brand Awareness,45430,563,1604.85,51,6528.85
2023-05-11,Facebook Ads,Retargeting,29022,297,522.63,11,921.43
2023-11-05,Google Ads,Retargeting,36253,373,801.24,25,2419.74
2023-08-28,Google Ads,Spring Sale,26930,270,607.88,7,980.66
2023-07-31,LinkedIn Ads,New Product Launch,4818,148,164.61,10,640.01
